lcia,value,unit,year,method,Location,Process,Scenario,model
Nltp,2.5428787833160063e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Odpinf,1.1141907053295488e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Pmfp,0.000439001987606,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Pofp,0.0008074499823232,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Tap100,0.0008159319992176,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Tetpinf,1.6888454588715356e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Ulop,0.0031827728585355,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Wdp,0.0025191622244553,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_NG_Price_NoNascent,ReEDS
Acidification,0.0516072666213458,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Ecotoxicity,0.2559978471215497,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Eutrophication,3.605107303348519e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Global Warming,0.4422399267265405,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Carcinogenics,0.0009154083593767,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Ozone Depletion,1.1312203370878064e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Photochemical Oxidation,0.0005363654864801,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Non-Carcinogenics,2.077084642172972,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
"Respiratory Effects, Average",0.0003416440858091,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Alop,0.0051044824211148,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Gwp100,0.4450803639946861,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Fdp,0.141413468856267,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Fetpinf,6.145639346045754e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Fep,1.8731222792330622e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Htpinf,0.0182987157362269,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Irp_He,0.0589865477266628,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Metpinf,0.0001688135517049,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Mep,2.881712375487271e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Mdp,0.0060879210947177,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Nltp,2.56632990042913e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Odpinf,1.0991309271602112e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Pmfp,0.0004492390504478,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Pofp,0.0008139426073633,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Tap100,0.0008304754524374,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Tetpinf,1.7032460945093434e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Ulop,0.0032508238077701,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Wdp,0.0025257065728847,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,No_TC_Expiration,ReEDS
Acidification,0.0516695190153204,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Ecotoxicity,0.2563101809343342,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Eutrophication,3.606933809220688e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Global Warming,0.443258395470441,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Carcinogenics,0.0009148540708064,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Ozone Depletion,1.1338461420328758e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Photochemical Oxidation,0.0005371803660954,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Non-Carcinogenics,2.07760542697415,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
"Respiratory Effects, Average",0.0003420554471565,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Alop,0.005104749424529,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Gwp100,0.4461026539926951,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Fdp,0.1417947465327455,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Fetpinf,6.147879185666639e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Fep,1.875642804720516e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Htpinf,0.0182766827768912,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Irp_He,0.059056809073413,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Metpinf,0.0001681675815586,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Mep,2.883797577276172e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Mdp,0.006073795514931,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Nltp,2.5683988441772257e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Odpinf,1.101660877748001e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Pmfp,0.0004497845484135,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Pofp,0.0008155484202862,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Tap100,0.0008314372959688,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Tetpinf,1.689669016776173e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Ulop,0.0032050181768582,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Wdp,0.0025250594487793,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_RE_Cost,ReEDS
Acidification,0.05159767617208,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Ecotoxicity,0.2560601857909578,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Eutrophication,3.605685960243691e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Global Warming,0.4417676026731811,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Carcinogenics,0.0009161981908657,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Ozone Depletion,1.1289003490186932e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Photochemical Oxidation,0.000536199318767,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Non-Carcinogenics,2.077634796555598,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
"Respiratory Effects, Average",0.0003416654703029,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Alop,0.0051068891894829,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Gwp100,0.4446054273567316,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Fdp,0.1411794177638178,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Fetpinf,6.146545034928427e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Fep,1.8736795908211616e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Htpinf,0.0183236024038998,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Irp_He,0.0589392421509537,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Metpinf,0.0001692055805291,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Mep,2.882049383214221e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Mdp,0.0060986915775945,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Nltp,2.565803201230881e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Odpinf,1.0968671759198436e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Pmfp,0.0004492627242549,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Pofp,0.0008131455642034,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Tap100,0.0008302943376014,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Tetpinf,1.709238830272936e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Ulop,0.0032711042732918,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Wdp,0.0025260489328352,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_NoNascent,ReEDS
Acidification,0.0516073283434492,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Ecotoxicity,0.2559982726468801,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Eutrophication,3.605112291772451e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Global Warming,0.4422399925188688,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Carcinogenics,0.0009154189321856,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Ozone Depletion,1.1312200707158027e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Photochemical Oxidation,0.0005363657247357,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Non-Carcinogenics,2.0770926105215493,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
"Respiratory Effects, Average",0.0003416443574198,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Alop,0.0051044871051901,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Gwp100,0.4450804310901555,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Fdp,0.1414134900209831,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Fetpinf,6.145646190634985e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Fep,1.873123073237707e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Htpinf,0.0182988845110962,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Irp_He,0.0589865527979701,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Metpinf,0.0001688152765062,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Mep,2.88171504745218e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Mdp,0.006088014256019,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Nltp,2.5663323608869595e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Odpinf,1.0991307592451052e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Pmfp,0.0004492393236998,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Pofp,0.0008139428961905,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Tap100,0.0008304766010532,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Tetpinf,1.7032438668028286e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Ulop,0.0032504938386452,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Wdp,0.0025257043315856,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost_100by2035,ReEDS
Acidification,0.0516073359233344,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Ecotoxicity,0.2559983250324478,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Eutrophication,3.605112903472363e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Global Warming,0.4422400005438137,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Carcinogenics,0.000915420234997,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Ozone Depletion,1.1312200369082991e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Photochemical Oxidation,0.00053636575386,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Non-Carcinogenics,2.0770935904695365,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
"Respiratory Effects, Average",0.0003416443907669,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Alop,0.0051044876739519,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Gwp100,0.445080439275367,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Fdp,0.1414134926039141,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Fetpinf,6.145647023942868e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Fep,1.873123170763732e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Htpinf,0.0182989052913349,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Irp_He,0.0589865534207067,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Metpinf,0.0001688154885684,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Mep,2.8817153748062125e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Mdp,0.0060880257294539,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Nltp,2.5663326583833258e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Odpinf,1.0991307375722521e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Pmfp,0.0004492393571663,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Pofp,0.0008139429314019,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Tap100,0.0008304767421459,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Tetpinf,1.703243578883521e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Ulop,0.003250453060064,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Wdp,0.0025257040525989,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,High_Trans_100by2035,ReEDS
Acidification,0.0516072590242712,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Ecotoxicity,0.2559977946527249,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Eutrophication,3.605106690343662e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Global Warming,0.4422399186733741,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Carcinogenics,0.000915407054715,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Ozone Depletion,1.1312203705571858e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Photochemical Oxidation,0.0005363654572329,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Non-Carcinogenics,2.0770836598890225,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
"Respiratory Effects, Average",0.0003416440523875,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Alop,0.0051044818445912,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Gwp100,0.4450803557812227,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Fdp,0.1414134662626397,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Fetpinf,6.145638507379731e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Fep,1.8731221815508395e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Htpinf,0.0182986949225562,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Irp_He,0.0589865471036289,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Metpinf,0.0001688133392856,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Mep,2.8817120474370967e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Mdp,0.0060879096046064,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Nltp,2.566329602021734e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Odpinf,1.0991309484737791e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Pmfp,0.0004492390168683,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Pofp,0.000813942571971,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Tap100,0.0008304753110373,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Tetpinf,1.703246381174458e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Ulop,0.0032508645916157,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Wdp,0.0025257068516358,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_Nuclear_CCS_Cost,ReEDS
Acidification,0.0515976899605825,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Ecotoxicity,0.2560602809470386,"kg 2,4-D-Eq",2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Eutrophication,3.605687073210468e-05,kg N,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Global Warming,0.4417676173179119,kg CO2-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Carcinogenics,0.000916200556241,kg benzene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Ozone Depletion,1.12890028866338e-08,kg CFC-11-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Photochemical Oxidation,0.000536199371903,kg NOx-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Non-Carcinogenics,2.0776365781283745,kg toluene-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
"Respiratory Effects, Average",0.000341665530965,kg PM2.5-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Alop,0.0051068902394153,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Gwp100,0.4446054422924339,kg CO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Fdp,0.1411794224770477,kg oil-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Fetpinf,6.146546561736027e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Fep,1.873679768138327e-05,kg P-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Htpinf,0.0183236401476671,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Irp_He,0.0589392432839967,kg U235-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Metpinf,0.0001692059659263,"kg 1,4-DB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Mep,2.8820499791195306e-05,kg N-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Mdp,0.0060987124134085,kg Fe-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Nltp,2.5658037504207683e-05,square meter,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Odpinf,1.0968671375943804e-08,kg CFC-11-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Pmfp,0.000449262785239,kg PM10-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Pofp,0.0008131456285509,kg NMVOC-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Tap100,0.0008302945942264,kg SO2-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Tetpinf,1.7092383179077266e-05,"kg 1,4-DCB-Eq",2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Ulop,0.0032710304007186,square meter-year,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Wdp,0.0025260484289624,m3 water-Eq,2022,RECIPE,US,US Electricity Grid Mix,Low_RE_Cost_95by2050,ReEDS
Acidification,0.0516798004017639,moles of H+-Eq,2022,TRACI2.1,US,US Electricity Grid Mix,High_RE_Cost_95by2050_NoNascent,ReEDS
